batting_team,bowling_team,venue,overs,current_runs,wickets,last_5_overs_runs,total_score
GT,RR,Bangalore,2.7,16,2,54,171
LSG,RCB,Ahmedabad,16.1,101,7,36,135
SRH,DC,Chennai,4.2,34,8,64,165
RR,RCB,Kolkata,5.9,38,1,78,151
PBKS,MI,Chennai,16.4,117,9,31,147
LSG,SRH,Bangalore,6.9,54,6,69,159
DC,KKR,Delhi,8.9,67,6,37,174
PBKS,CSK,Delhi,13.2,87,0,60,150
KKR,RCB,Delhi,8.3,53,3,37,149
CSK,DC,Delhi,3.7,25,4,54,186
CSK,RR,Mumbai,5.0,32,6,36,135
RCB,CSK,Delhi,15.2,98,0,76,141
KKR,MI,Kolkata,5.4,45,3,58,150
PBKS,CSK,Delhi,13.6,126,4,41,172
KKR,SRH,Hyderabad,18.4,162,8,72,174
SRH,RCB,Chennai,5.2,35,9,58,174
DC,SRH,Chennai,9.7,68,9,78,154
RR,GT,Hyderabad,6.1,36,4,67,161
GT,RCB,Chennai,19.6,148,7,72,151
GT,RCB,Mumbai,15.6,134,7,71,165
CSK,RCB,Kolkata,15.0,100,7,79,138
KKR,MI,Mumbai,13.0,116,1,32,183
RCB,RR,Ahmedabad,17.9,116,2,37,133
PBKS,MI,Jaipur,7.2,68,3,48,162
RR,GT,Delhi,1.9,18,2,31,195
RCB,RR,Delhi,3.3,27,7,69,139
RR,LSG,Delhi,1.1,9,5,61,147
MI,SRH,Hyderabad,7.6,63,6,43,154
SRH,DC,Mumbai,15.2,114,9,48,160
RCB,GT,Chennai,7.9,59,1,72,149
LSG,RR,Hyderabad,3.8,28,4,65,166
CSK,RR,Hyderabad,3.8,26,4,61,184
SRH,LSG,Hyderabad,19.5,154,2,62,158
DC,PBKS,Mumbai,1.5,9,1,53,171
RR,CSK,Hyderabad,2.5,23,2,72,174
RCB,SRH,Mumbai,8.7,56,8,36,132
KKR,GT,Ahmedabad,4.4,41,10,37,159
GT,DC,Mumbai,10.1,94,10,79,160
CSK,DC,Kolkata,1.2,8,7,52,155
SRH,DC,Delhi,15.4,150,1,56,180
SRH,PBKS,Chennai,12.1,110,10,65,170
MI,RCB,Delhi,11.8,116,6,59,176
CSK,GT,Kolkata,5.3,46,8,31,174
MI,SRH,Kolkata,9.8,74,3,47,144
MI,CSK,Kolkata,12.4,123,6,69,188
CSK,LSG,Delhi,10.1,93,2,40,169
KKR,RR,Kolkata,15.8,107,4,45,141
KKR,RR,Delhi,1.4,13,0,49,172
GT,LSG,Delhi,14.8,119,0,42,154
PBKS,GT,Ahmedabad,19.2,169,3,69,174
CSK,LSG,Mumbai,7.6,56,8,38,179
RCB,LSG,Chennai,4.7,37,4,47,183
LSG,DC,Kolkata,14.1,117,4,37,163
RCB,CSK,Mumbai,12.5,111,2,40,170
GT,PBKS,Delhi,14.9,141,8,34,183
DC,GT,Hyderabad,7.4,65,8,57,185
KKR,GT,Ahmedabad,12.7,126,8,64,171
PBKS,RR,Ahmedabad,12.6,111,8,66,175
GT,LSG,Bangalore,3.2,30,1,71,193
RR,DC,Ahmedabad,4.2,35,1,53,175
KKR,LSG,Mumbai,15.2,113,1,47,145
KKR,GT,Hyderabad,3.9,37,0,46,153
RR,RCB,Ahmedabad,17.2,140,4,66,158
SRH,DC,Bangalore,8.7,79,9,65,177
LSG,CSK,Hyderabad,18.3,132,9,74,144
RR,DC,Kolkata,13.1,110,6,79,157
DC,RCB,Jaipur,13.5,95,5,46,134
RCB,GT,Delhi,15.1,111,7,31,142
CSK,MI,Bangalore,4.5,28,9,49,165
DC,SRH,Hyderabad,18.9,181,4,61,191
MI,LSG,Ahmedabad,6.5,51,10,35,142
SRH,CSK,Kolkata,10.6,105,6,47,194
DC,KKR,Jaipur,19.2,144,9,60,151
MI,KKR,Jaipur,11.6,97,8,30,167
DC,SRH,Delhi,17.7,168,10,60,186
SRH,GT,Chennai,14.1,120,0,48,164
CSK,DC,Chennai,7.8,77,3,30,162
DC,RR,Bangalore,18.2,150,8,64,164
SRH,RCB,Chennai,5.3,49,5,51,172
SRH,KKR,Bangalore,14.5,91,7,50,127
PBKS,SRH,Ahmedabad,4.6,27,3,56,145
GT,RCB,Mumbai,13.5,110,5,37,153
DC,MI,Chennai,2.6,16,8,50,159
KKR,LSG,Mumbai,19.2,135,6,78,140
DC,PBKS,Ahmedabad,6.6,41,8,34,129
SRH,PBKS,Delhi,19.7,168,10,64,170
GT,PBKS,Kolkata,14.9,124,3,70,168
MI,RR,Hyderabad,2.4,17,5,32,132
RCB,KKR,Bangalore,17.2,109,8,77,136
RCB,LSG,Mumbai,5.0,31,7,54,169
RR,SRH,Hyderabad,15.8,110,4,77,150
DC,KKR,Kolkata,9.7,83,4,52,172
PBKS,RCB,Kolkata,1.9,12,3,59,135
RCB,KKR,Delhi,8.5,63,6,45,149
LSG,PBKS,Bangalore,6.5,49,1,47,138
MI,SRH,Chennai,9.6,81,7,47,160
DC,SRH,Hyderabad,9.0,56,8,68,138
SRH,CSK,Ahmedabad,19.8,137,3,52,138
LSG,PBKS,Bangalore,10.7,94,10,58,155
RCB,DC,Chennai,7.6,46,2,73,155
RR,SRH,Ahmedabad,18.2,116,1,57,132
GT,KKR,Chennai,1.6,10,8,45,190
GT,RCB,Ahmedabad,9.0,67,7,35,148
KKR,GT,Jaipur,13.6,114,6,34,159
RCB,KKR,Bangalore,5.7,49,4,78,143
CSK,RR,Delhi,7.6,75,7,67,180
CSK,RR,Jaipur,12.6,108,3,77,167
LSG,SRH,Mumbai,10.0,69,9,76,147
RCB,MI,Chennai,8.5,64,2,71,154
SRH,DC,Ahmedabad,4.9,38,5,31,177
LSG,RR,Ahmedabad,13.0,85,5,64,150
RCB,RR,Chennai,19.6,182,1,60,184
SRH,RCB,Hyderabad,8.5,65,5,31,178
DC,PBKS,Kolkata,9.7,72,6,49,138
GT,LSG,Kolkata,18.4,177,9,78,188
PBKS,RR,Jaipur,8.4,82,0,55,168
LSG,DC,Kolkata,6.5,39,4,59,158
CSK,SRH,Jaipur,3.0,26,4,32,162
RCB,SRH,Hyderabad,6.7,53,9,42,176
PBKS,DC,Delhi,9.9,96,3,56,175
GT,SRH,Jaipur,1.7,12,9,61,181
DC,PBKS,Delhi,16.5,154,5,48,181
GT,RR,Kolkata,4.1,32,2,64,170
KKR,CSK,Delhi,14.9,111,2,36,155
RR,PBKS,Mumbai,10.5,71,8,38,143
LSG,KKR,Ahmedabad,17.6,132,8,45,153
RR,SRH,Mumbai,5.5,50,6,72,150
DC,RR,Delhi,15.5,100,4,62,133
KKR,DC,Kolkata,13.5,86,5,69,128
RCB,GT,Hyderabad,16.4,101,1,51,126
KKR,RR,Ahmedabad,2.0,16,8,57,141
LSG,DC,Kolkata,3.1,30,10,72,163
DC,CSK,Bangalore,16.3,121,7,63,157
LSG,KKR,Delhi,17.3,170,10,57,192
CSK,GT,Hyderabad,2.2,21,8,38,190
RCB,SRH,Mumbai,13.7,103,9,52,153
RR,PBKS,Jaipur,14.5,119,2,32,165
RCB,MI,Chennai,7.7,59,5,68,158
CSK,KKR,Mumbai,4.3,33,0,43,163
RR,CSK,Bangalore,3.6,22,9,47,165
DC,SRH,Hyderabad,2.7,19,5,41,132
LSG,KKR,Kolkata,18.4,137,2,76,147
KKR,RCB,Chennai,7.4,71,10,52,196
PBKS,CSK,Chennai,6.9,51,7,40,139
PBKS,DC,Bangalore,1.3,10,2,57,158
RR,RCB,Hyderabad,9.7,75,1,50,163
SRH,PBKS,Chennai,8.0,68,7,49,141
LSG,KKR,Delhi,7.5,58,1,47,165
LSG,PBKS,Ahmedabad,19.1,155,0,52,162
DC,CSK,Delhi,8.6,84,3,43,162
CSK,GT,Delhi,15.7,125,0,71,163
KKR,DC,Jaipur,2.8,19,0,55,160
DC,LSG,Chennai,19.5,182,3,72,185
PBKS,LSG,Hyderabad,6.0,43,7,43,134
GT,DC,Mumbai,2.1,17,10,78,177
CSK,GT,Delhi,10.9,86,3,33,162
PBKS,DC,Delhi,16.0,102,5,67,136
GT,DC,Chennai,6.0,46,10,45,136
RR,LSG,Bangalore,17.6,152,10,47,171
RR,CSK,Kolkata,14.3,89,2,32,142
GT,LSG,Delhi,17.8,151,2,34,171
LSG,RR,Kolkata,7.3,44,3,59,168
LSG,KKR,Ahmedabad,3.3,30,4,54,172
KKR,RR,Hyderabad,10.3,70,4,48,144
RCB,GT,Ahmedabad,18.3,140,7,36,156
PBKS,GT,Hyderabad,15.6,129,0,37,156
MI,DC,Hyderabad,17.7,160,0,45,176
SRH,GT,Kolkata,8.8,68,3,52,159
PBKS,LSG,Kolkata,5.3,46,7,51,172
LSG,KKR,Bangalore,4.5,27,0,63,181
MI,CSK,Jaipur,17.8,144,3,71,164
DC,RR,Delhi,15.2,92,6,35,139
RR,MI,Jaipur,4.1,29,6,34,169
SRH,MI,Delhi,15.4,98,6,54,143
RCB,PBKS,Delhi,2.3,16,1,59,188
CSK,PBKS,Bangalore,5.7,43,4,73,173
MI,GT,Mumbai,14.1,86,8,51,143
RCB,MI,Delhi,9.2,69,6,56,176
CSK,RR,Jaipur,14.8,144,3,34,191
RR,RCB,Bangalore,19.1,182,3,68,189
PBKS,GT,Jaipur,15.6,130,3,44,160
KKR,DC,Hyderabad,8.0,70,1,71,143
KKR,SRH,Ahmedabad,8.4,50,8,65,162
PBKS,LSG,Ahmedabad,5.1,38,0,41,154
LSG,GT,Kolkata,18.8,159,0,37,168
RCB,CSK,Bangalore,18.2,127,4,45,137
LSG,SRH,Delhi,5.1,35,10,39,139
PBKS,SRH,Jaipur,12.0,116,4,46,176
GT,LSG,Ahmedabad,2.0,12,5,65,189
LSG,GT,Jaipur,1.4,13,2,48,150
CSK,RCB,Jaipur,10.8,78,5,43,163
PBKS,CSK,Chennai,19.7,125,3,49,127
DC,CSK,Delhi,9.4,63,7,62,131
RCB,CSK,Chennai,8.6,54,10,44,139
DC,RCB,Chennai,11.2,72,3,71,131
GT,KKR,Kolkata,7.2,66,9,76,192
SRH,RCB,Chennai,18.6,112,1,49,125
GT,CSK,Mumbai,11.1,71,7,34,159
MI,KKR,Chennai,1.8,16,1,75,162
PBKS,LSG,Jaipur,3.4,30,9,35,183
GT,CSK,Kolkata,3.8,23,6,39,132
KKR,MI,Jaipur,6.2,58,4,35,187
SRH,RR,Delhi,14.5,113,8,44,156
RR,KKR,Hyderabad,3.6,29,10,53,134
CSK,MI,Mumbai,18.2,113,3,75,125
LSG,CSK,Chennai,19.3,175,10,37,181
PBKS,MI,Hyderabad,5.1,42,7,46,136
MI,PBKS,Hyderabad,6.2,47,10,62,132
RR,CSK,Mumbai,9.5,57,0,32,137
KKR,CSK,Hyderabad,9.9,83,5,44,171
MI,KKR,Mumbai,10.1,62,8,58,141
KKR,SRH,Hyderabad,19.3,120,2,31,126
DC,RR,Mumbai,13.8,88,8,47,125
SRH,CSK,Bangalore,9.4,73,6,79,151
DC,LSG,Mumbai,1.8,13,6,75,178
MI,RCB,Bangalore,3.9,32,2,71,190
RCB,SRH,Kolkata,1.7,15,10,61,176
CSK,LSG,Bangalore,16.0,126,4,79,151
MI,CSK,Hyderabad,13.7,105,10,42,155
LSG,GT,Ahmedabad,19.3,185,3,34,190
RR,RCB,Delhi,18.0,112,1,65,131
PBKS,SRH,Bangalore,16.0,108,8,74,138
DC,MI,Kolkata,9.8,86,6,52,175
MI,RCB,Ahmedabad,10.4,69,8,65,153
LSG,RCB,Kolkata,2.0,16,0,38,158
RR,KKR,Chennai,4.0,33,6,76,190
KKR,SRH,Jaipur,11.1,78,5,60,165
KKR,RR,Delhi,10.2,76,1,78,152
KKR,DC,Bangalore,7.5,45,5,79,153
DC,SRH,Bangalore,12.7,126,3,61,189
LSG,SRH,Mumbai,11.8,70,2,72,136
LSG,RR,Hyderabad,1.1,7,2,46,194
MI,SRH,Ahmedabad,6.1,36,5,58,173
PBKS,DC,Kolkata,16.5,104,6,57,134
RCB,MI,Kolkata,14.9,125,3,36,160
RCB,DC,Ahmedabad,4.3,27,2,52,134
DC,KKR,Delhi,15.7,125,4,59,160
SRH,KKR,Delhi,11.4,113,10,69,184
LSG,CSK,Hyderabad,2.9,25,5,76,172
RR,GT,Delhi,17.2,112,2,41,135
PBKS,RR,Mumbai,1.8,13,3,43,130
PBKS,DC,Kolkata,12.8,85,6,75,155
LSG,CSK,Bangalore,8.4,76,6,74,150
SRH,MI,Mumbai,7.7,59,0,53,152
DC,MI,Chennai,9.9,70,8,74,133
PBKS,MI,Jaipur,14.8,113,2,58,163
DC,CSK,Chennai,13.0,107,7,63,155
RR,SRH,Kolkata,12.6,103,5,58,172
MI,RCB,Bangalore,9.8,83,8,37,182
RR,RCB,Hyderabad,6.1,59,2,33,187
RR,SRH,Ahmedabad,13.5,120,7,43,176
RR,KKR,Ahmedabad,7.6,65,4,33,149
MI,PBKS,Bangalore,9.3,56,0,38,147
PBKS,DC,Mumbai,1.5,11,0,36,186
PBKS,LSG,Kolkata,3.6,32,0,57,195
MI,SRH,Kolkata,19.0,148,0,71,155
CSK,KKR,Delhi,13.5,90,7,77,143
CSK,RR,Hyderabad,11.2,89,7,73,152
MI,CSK,Kolkata,5.8,42,0,35,175
DC,MI,Jaipur,20.0,192,9,42,192
RCB,DC,Chennai,12.8,107,3,56,166
PBKS,MI,Kolkata,15.2,123,9,46,167
DC,RCB,Kolkata,19.7,168,10,78,170
MI,GT,Chennai,11.5,114,1,43,191
KKR,RCB,Hyderabad,2.3,21,8,39,146
LSG,DC,Bangalore,10.3,61,10,73,151
DC,MI,Jaipur,3.9,24,8,57,159
MI,SRH,Hyderabad,11.9,81,4,57,141
RR,DC,Kolkata,9.6,67,8,77,147
MI,RR,Ahmedabad,11.2,93,0,74,151
GT,LSG,Ahmedabad,4.9,36,2,76,181
GT,RCB,Bangalore,17.6,141,4,71,156
MI,PBKS,Bangalore,12.3,116,7,41,166
CSK,GT,Kolkata,16.0,123,8,53,147
CSK,GT,Ahmedabad,1.2,7,6,31,165
PBKS,SRH,Mumbai,5.6,45,7,70,169
RR,LSG,Jaipur,9.4,69,3,44,134
CSK,MI,Ahmedabad,16.1,98,0,35,126
RR,PBKS,Ahmedabad,1.4,9,3,35,162
PBKS,GT,Chennai,10.0,85,6,35,148
RCB,MI,Hyderabad,3.2,24,2,73,146
SRH,RCB,Ahmedabad,8.8,56,9,70,134
SRH,MI,Delhi,5.9,38,8,61,148
GT,DC,Bangalore,7.7,70,0,75,151
MI,LSG,Delhi,3.0,21,2,61,187
KKR,LSG,Jaipur,13.0,86,5,60,144
RCB,KKR,Jaipur,16.5,161,3,53,194
GT,CSK,Delhi,2.7,25,3,56,159
GT,RCB,Jaipur,10.4,72,8,33,151
SRH,RR,Delhi,16.8,108,5,48,133
SRH,LSG,Jaipur,18.6,150,7,69,163
MI,GT,Hyderabad,19.9,128,3,77,128
KKR,DC,Mumbai,5.3,49,6,68,162
KKR,RR,Delhi,15.3,128,9,45,169
SRH,KKR,Chennai,2.1,13,9,44,132
PBKS,KKR,Delhi,4.8,31,4,33,122
DC,SRH,Chennai,10.9,99,4,43,184
PBKS,CSK,Delhi,6.7,60,5,34,156
RCB,PBKS,Mumbai,2.6,23,0,50,135
RR,PBKS,Mumbai,3.3,25,4,43,163
LSG,CSK,Hyderabad,15.7,137,0,67,174
DC,KKR,Chennai,9.0,55,10,37,143
RR,MI,Bangalore,9.1,88,7,45,181
GT,MI,Hyderabad,13.9,98,3,67,144
RCB,CSK,Mumbai,2.3,15,10,76,150
MI,SRH,Hyderabad,11.7,114,6,70,184
RR,RCB,Jaipur,2.3,20,2,72,150
PBKS,LSG,Ahmedabad,16.7,125,9,34,146
RR,GT,Hyderabad,15.7,121,0,66,160
RR,SRH,Ahmedabad,5.3,47,0,42,163
DC,RCB,Ahmedabad,8.1,66,6,56,183
CSK,RR,Delhi,11.1,95,8,57,176
KKR,LSG,Ahmedabad,16.2,100,7,73,131
SRH,PBKS,Hyderabad,19.2,137,2,77,141
RR,MI,Bangalore,17.5,157,3,56,174
RR,MI,Mumbai,15.3,113,10,76,157
RR,MI,Kolkata,16.5,105,3,70,128
SRH,RCB,Ahmedabad,17.4,125,5,46,150
LSG,PBKS,Kolkata,14.5,89,4,44,129
KKR,RCB,Bangalore,16.7,143,3,74,171
SRH,CSK,Mumbai,8.6,58,0,54,166
LSG,PBKS,Bangalore,15.2,124,7,75,153
PBKS,LSG,Jaipur,7.9,51,6,61,157
MI,SRH,Delhi,13.5,128,7,40,168
PBKS,LSG,Ahmedabad,13.4,132,1,74,194
LSG,RR,Hyderabad,4.9,46,10,52,187
GT,KKR,Delhi,17.4,108,10,60,128
MI,CSK,Bangalore,17.7,170,2,33,192
RCB,PBKS,Hyderabad,19.4,189,6,48,193
RCB,PBKS,Mumbai,3.2,26,4,76,160
GT,DC,Kolkata,13.7,123,0,46,166
GT,CSK,Kolkata,4.5,40,7,66,171
KKR,GT,Kolkata,13.9,125,4,77,184
DC,PBKS,Ahmedabad,4.9,39,6,55,173
LSG,CSK,Mumbai,13.5,122,7,51,183
GT,MI,Hyderabad,18.5,129,3,76,140
GT,MI,Mumbai,12.8,122,9,77,190
RCB,LSG,Ahmedabad,14.3,127,2,32,175
RCB,LSG,Mumbai,15.7,147,4,52,183
RR,DC,Ahmedabad,13.1,128,1,76,193
RR,MI,Kolkata,10.1,68,1,35,145
PBKS,RCB,Hyderabad,14.3,96,7,76,135
GT,KKR,Chennai,16.4,125,10,52,157
MI,CSK,Mumbai,3.1,25,1,35,151
PBKS,RCB,Bangalore,12.6,106,6,49,178
KKR,RCB,Jaipur,6.6,58,10,56,152
RCB,SRH,Chennai,10.6,93,4,39,163
PBKS,KKR,Chennai,9.9,61,7,54,134
GT,PBKS,Mumbai,4.4,34,4,46,185
KKR,CSK,Mumbai,19.7,163,6,68,164
GT,RCB,Mumbai,14.0,89,0,41,136
SRH,DC,Jaipur,12.7,109,3,53,168
LSG,CSK,Delhi,10.4,65,3,75,131
GT,LSG,Jaipur,6.3,62,8,54,177
RR,LSG,Delhi,18.3,154,3,65,170
RCB,PBKS,Hyderabad,9.8,63,2,77,147
DC,PBKS,Chennai,10.9,105,0,48,163
CSK,MI,Ahmedabad,8.3,77,1,34,152
DC,KKR,Bangalore,3.8,35,4,75,178
LSG,RCB,Chennai,12.9,125,3,57,178
KKR,DC,Ahmedabad,15.6,97,4,48,139
SRH,RR,Mumbai,8.9,61,0,70,147
PBKS,RCB,Mumbai,5.2,35,3,37,135
DC,PBKS,Ahmedabad,2.8,23,0,79,179
KKR,SRH,Jaipur,7.6,61,7,53,178
LSG,RCB,Ahmedabad,1.3,12,10,36,140
RCB,DC,Bangalore,3.4,22,5,34,147
SRH,KKR,Bangalore,11.9,109,6,69,169
MI,SRH,Ahmedabad,19.9,189,8,66,189
GT,DC,Ahmedabad,11.2,99,4,33,172
SRH,KKR,Delhi,15.5,113,2,34,143
PBKS,GT,Hyderabad,6.3,45,9,75,163
SRH,KKR,Delhi,5.9,45,5,40,165
DC,RCB,Kolkata,12.8,107,8,67,175
RR,GT,Chennai,1.3,10,7,70,196
DC,MI,Kolkata,17.6,141,3,43,162
GT,RR,Delhi,13.1,122,1,65,180
RCB,DC,Delhi,2.3,21,9,64,134
RR,LSG,Bangalore,8.1,62,4,37,135
GT,LSG,Mumbai,2.3,20,8,52,136
LSG,GT,Jaipur,18.5,143,8,73,156
GT,LSG,Kolkata,16.8,119,6,50,147
DC,RR,Ahmedabad,15.3,116,6,74,150
SRH,CSK,Mumbai,14.6,102,2,70,153
MI,CSK,Mumbai,18.6,129,10,43,138
PBKS,SRH,Ahmedabad,7.7,74,5,35,171
LSG,SRH,Kolkata,4.2,40,1,47,172
RR,GT,Hyderabad,5.6,44,7,40,145
MI,PBKS,Jaipur,1.2,9,5,64,177
GT,KKR,Jaipur,16.2,99,9,40,123
SRH,RR,Hyderabad,5.2,31,1,72,176
RCB,DC,Hyderabad,3.9,30,1,68,176
KKR,DC,Kolkata,17.0,112,1,37,135
GT,LSG,Ahmedabad,7.2,47,6,78,151
LSG,GT,Jaipur,12.1,120,9,72,169
CSK,RCB,Mumbai,3.8,22,2,65,177
KKR,RR,Delhi,9.2,79,0,56,174
RCB,GT,Mumbai,5.0,33,4,34,176
RCB,PBKS,Kolkata,15.3,133,3,76,179
DC,LSG,Bangalore,19.7,196,0,53,197
SRH,CSK,Chennai,9.7,75,9,42,177
PBKS,MI,Bangalore,9.6,91,3,55,158
PBKS,MI,Bangalore,17.7,158,7,46,173
SRH,RR,Kolkata,6.2,60,7,79,159
KKR,SRH,Chennai,12.9,108,5,38,158
PBKS,SRH,Kolkata,1.8,14,5,46,164
KKR,RCB,Mumbai,15.5,100,5,61,129
CSK,LSG,Kolkata,5.5,51,6,60,146
SRH,KKR,Chennai,11.5,107,6,63,165
MI,RCB,Hyderabad,4.5,44,2,62,183
PBKS,GT,Delhi,2.3,15,6,40,176
LSG,CSK,Mumbai,7.7,49,8,46,141
RCB,PBKS,Chennai,18.2,142,1,72,156
DC,RCB,Ahmedabad,18.0,135,8,55,153
SRH,PBKS,Hyderabad,14.2,113,10,59,159
LSG,SRH,Ahmedabad,18.7,119,9,45,127
LSG,CSK,Ahmedabad,16.3,129,8,37,165
RR,CSK,Mumbai,12.6,86,4,52,133
CSK,PBKS,Ahmedabad,13.6,85,3,63,141
SRH,KKR,Mumbai,9.2,62,4,49,158
KKR,PBKS,Bangalore,12.2,108,10,41,156
SRH,RCB,Ahmedabad,17.7,150,3,46,163
GT,RR,Ahmedabad,9.1,65,3,76,155
CSK,SRH,Jaipur,4.7,45,10,51,188
MI,PBKS,Kolkata,13.1,90,7,58,143
CSK,PBKS,Ahmedabad,7.3,66,9,65,160
PBKS,GT,Chennai,8.9,61,5,64,149
CSK,RCB,Hyderabad,1.1,8,10,38,171
RCB,LSG,Mumbai,8.2,51,7,46,133
RCB,RR,Mumbai,4.3,42,2,50,140
RR,PBKS,Mumbai,8.5,63,1,36,177
CSK,MI,Kolkata,1.9,18,3,59,171
KKR,DC,Bangalore,7.8,72,1,60,163
LSG,DC,Mumbai,18.2,111,10,34,122
CSK,PBKS,Delhi,3.1,28,1,70,166
RCB,CSK,Chennai,5.5,38,10,59,132
RCB,MI,Ahmedabad,11.8,74,0,60,134
MI,RCB,Bangalore,11.3,68,4,78,135
PBKS,LSG,Bangalore,4.5,38,8,74,154
RR,RCB,Chennai,18.8,151,2,51,162
GT,LSG,Jaipur,3.4,31,8,33,171
KKR,RCB,Delhi,19.5,145,2,70,148
RR,PBKS,Delhi,19.8,163,3,68,164
KKR,CSK,Bangalore,17.1,140,6,72,158
RR,PBKS,Ahmedabad,11.1,87,8,71,149
GT,SRH,Jaipur,10.5,73,1,50,161
RCB,KKR,Jaipur,2.6,18,8,38,150
KKR,MI,Jaipur,16.4,121,9,39,156
KKR,PBKS,Mumbai,14.9,125,3,31,156
MI,SRH,Mumbai,18.4,142,1,62,155
RCB,KKR,Chennai,7.4,50,9,63,145
CSK,RR,Delhi,10.7,90,10,45,152
RCB,DC,Kolkata,17.2,131,9,67,150
PBKS,MI,Hyderabad,6.0,40,2,76,158
SRH,CSK,Hyderabad,10.3,74,5,41,135
RCB,SRH,Ahmedabad,8.3,70,6,46,141
MI,KKR,Ahmedabad,16.0,158,0,77,191
KKR,CSK,Delhi,3.3,31,10,64,165
PBKS,RCB,Jaipur,2.2,19,4,47,163
PBKS,GT,Hyderabad,4.3,33,5,74,163
LSG,GT,Ahmedabad,20.0,168,0,51,168
MI,KKR,Chennai,7.3,67,1,37,172
DC,SRH,Chennai,10.9,102,10,73,160
PBKS,DC,Chennai,10.0,92,4,46,191
KKR,DC,Ahmedabad,19.7,144,6,69,145
PBKS,SRH,Jaipur,8.1,58,9,71,147
CSK,DC,Jaipur,4.1,27,0,77,152
PBKS,LSG,Jaipur,6.5,47,10,65,149
RCB,SRH,Ahmedabad,3.6,29,2,33,150
RCB,DC,Mumbai,13.9,86,0,50,145
CSK,SRH,Jaipur,20.0,145,10,67,145
KKR,CSK,Delhi,18.1,118,2,55,129
MI,DC,Jaipur,2.7,21,9,61,186
RCB,RR,Ahmedabad,5.7,53,8,50,173
GT,CSK,Bangalore,9.9,79,7,43,168
RR,SRH,Bangalore,2.6,22,7,42,128
SRH,PBKS,Ahmedabad,1.9,18,9,59,173
KKR,LSG,Delhi,4.2,37,7,75,191
CSK,LSG,Jaipur,16.1,114,2,47,139
SRH,MI,Mumbai,9.7,79,6,62,157
KKR,GT,Jaipur,6.4,45,7,53,150
GT,RCB,Bangalore,8.1,53,8,75,163
RCB,RR,Kolkata,8.6,85,7,59,154
CSK,GT,Bangalore,5.3,36,7,37,176
CSK,GT,Mumbai,6.5,62,0,77,192
DC,SRH,Kolkata,12.9,82,0,62,152
LSG,KKR,Hyderabad,11.1,80,5,55,136
MI,PBKS,Ahmedabad,11.6,95,6,66,169
LSG,RCB,Ahmedabad,18.4,176,2,38,186
RR,RCB,Hyderabad,2.4,14,3,58,177
CSK,RR,Bangalore,7.6,72,9,44,171
MI,CSK,Ahmedabad,16.4,158,3,55,190
SRH,LSG,Chennai,14.2,140,4,77,175
KKR,GT,Chennai,11.2,82,2,49,162
DC,CSK,Jaipur,18.5,123,1,50,133
PBKS,MI,Kolkata,6.7,46,6,62,129
RR,RCB,Bangalore,16.6,157,6,60,178
MI,KKR,Hyderabad,17.1,146,8,71,166
RR,RCB,Jaipur,1.3,12,6,30,127
RCB,DC,Hyderabad,2.5,17,6,40,159
LSG,SRH,Hyderabad,17.0,135,3,79,162
DC,MI,Chennai,5.9,46,10,50,137
RR,CSK,Bangalore,19.2,167,4,50,173
DC,PBKS,Bangalore,4.2,37,1,57,148
DC,LSG,Jaipur,11.1,81,1,42,144
GT,LSG,Kolkata,8.6,63,9,43,136
KKR,LSG,Jaipur,16.6,142,3,37,172
LSG,DC,Bangalore,13.9,115,1,62,159
CSK,RCB,Jaipur,9.4,64,5,38,148
RR,CSK,Mumbai,18.4,166,2,67,176
SRH,MI,Jaipur,12.9,82,9,54,148
RCB,SRH,Kolkata,16.5,161,8,63,195
RR,RCB,Delhi,9.3,56,1,75,159
GT,LSG,Kolkata,11.5,77,3,56,157
CSK,DC,Chennai,9.0,55,0,58,154
DC,PBKS,Mumbai,6.7,49,8,74,146
PBKS,DC,Delhi,14.8,138,3,76,172
SRH,GT,Chennai,2.9,26,1,47,160
SRH,DC,Hyderabad,12.9,117,3,30,168
DC,LSG,Delhi,9.1,65,1,30,143
PBKS,SRH,Chennai,5.2,40,3,30,138
KKR,RR,Kolkata,18.2,163,10,58,175
LSG,MI,Jaipur,6.5,63,0,60,180
MI,SRH,Mumbai,5.6,51,5,45,159
LSG,RR,Chennai,19.8,122,6,70,123
CSK,LSG,Ahmedabad,15.6,97,8,56,124
MI,PBKS,Jaipur,1.4,13,4,32,155
PBKS,LSG,Jaipur,3.9,24,6,51,151
SRH,RR,Delhi,12.5,101,2,62,155
SRH,LSG,Ahmedabad,1.8,15,1,76,130
MI,RR,Bangalore,11.2,109,5,69,175
PBKS,DC,Ahmedabad,7.7,75,1,37,197
DC,KKR,Chennai,11.5,110,8,34,177
DC,SRH,Delhi,6.9,48,2,44,160
LSG,PBKS,Bangalore,3.2,22,8,42,177
MI,DC,Bangalore,9.0,83,0,76,157
CSK,RCB,Ahmedabad,7.4,48,6,38,151
LSG,RR,Mumbai,7.6,56,8,71,174
RCB,KKR,Hyderabad,5.7,52,8,79,138
RR,CSK,Hyderabad,5.5,38,2,67,160
KKR,SRH,Mumbai,6.7,50,9,54,179
SRH,DC,Hyderabad,12.8,113,8,51,162
KKR,RCB,Chennai,14.1,140,3,55,193
CSK,LSG,Bangalore,3.5,31,7,67,140
RR,KKR,Jaipur,9.0,84,4,71,177
